FIPS,Qualifying Name,State Postal Abbreviation,Summary Level,Geographic Component,State (FIPS Code),County of current residence,Census Tract,Area Name,Tribal Tract,Total Population,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: Asian Alone,% Total Population: White Alone,% Total Population: Black or African American Alone,% Total Population: Asian Alone,Per Capita Income (In 2022 Inflation Adjusted Dollars),Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved WithIn Same County,Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Different County WithIn Same State,Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Different State,Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Abroad,% Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved WithIn Same County,% Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Different County WithIn Same State,% Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Different State,% Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Abroad,Average Commute to Work (In Min),Workers 16 Years and Over:,"Workers 16 Years and Over: Car, Truck, or Van",Workers 16 Years and Over: Public Transportation (Includes Taxicab),Workers 16 Years and Over: Bicycle,Workers 16 Years and Over: Walked,"% Workers 16 Years and Over: Car, Truck, or Van",% Workers 16 Years and Over: Public Transportation (Includes Taxicab),% Workers 16 Years and Over: Bicycle,% Workers 16 Years and Over: Walked,Gini Index
6001401300,"Census Tract 4013, Alameda County, California",ca,140,0,6,1,401300,Census Tract 4013,,4608,4608,1781,1333,835,38.65,28.93,18.12,68360,600,239,149,8,15.02,5.98,3.73,0.2,36,3085,1128,718,192,380,36.56,23.27,6.22,12.32,0.4363
6001401400,"Census Tract 4014, Alameda County, California",ca,140,0,6,1,401400,Census Tract 4014,,5392,5392,1622,1716,748,30.08,31.82,13.87,47583,667,278,111,11,13.31,5.55,2.21,0.22,31,3202,1787,907,54,93,55.81,28.33,1.69,2.9,0.5433
6001401500,"Census Tract 4015, Alameda County, California",ca,140,0,6,1,401500,Census Tract 4015,,3035,3035,688,1688,88,22.67,55.62,2.9,45731,229,238,39,14,7.6,7.9,1.29,0.46,29,1709,893,342,49,104,52.25,20.01,2.87,6.09,0.5611
6001401600,"Census Tract 4016, Alameda County, California",ca,140,0,6,1,401600,Census Tract 4016,,2403,2403,692,788,265,28.8,32.79,11.03,56661,168,134,57,35,7.29,5.82,2.47,1.52,26,1333,759,185,48,39,56.94,13.88,3.6,2.93,0.4832
6001401700,"Census Tract 4017, Alameda County, California",ca,140,0,6,1,401700,Census Tract 4017,,3276,3276,1598,593,551,48.78,18.1,16.82,76910,146,149,236,31,4.65,4.75,7.52,0.99,35,2224,1164,458,50,0,52.34,20.59,2.25,0,0.3551
6001401800,"Census Tract 4018, Alameda County, California",ca,140,0,6,1,401800,Census Tract 4018,,1709,1709,426,664,78,24.93,38.85,4.56,48845,73,31,92,0,4.32,1.84,5.45,0,31,965,393,315,35,12,40.73,32.64,3.63,1.24,0.4899
6001402200,"Census Tract 4022, Alameda County, California",ca,140,0,6,1,402200,Census Tract 4022,,2337,2337,787,665,295,33.68,28.46,12.62,56153,327,111,10,0,13.99,4.75,0.43,0,30,1435,634,362,43,64,44.18,25.23,3,4.46,0.4989
6001402400,"Census Tract 4024, Alameda County, California",ca,140,0,6,1,402400,Census Tract 4024,,2623,2623,392,1432,393,14.94,54.59,14.98,35388,50,81,38,0,1.91,3.1,1.45,0,31,1156,470,396,61,81,40.66,34.26,5.28,7.01,0.6134
6001402500,"Census Tract 4025, Alameda County, California",ca,140,0,6,1,402500,Census Tract 4025,,2010,2010,331,906,388,16.47,45.07,19.3,22806,121,18,0,0,6.09,0.91,0,0,41,738,354,265,24,23,47.97,35.91,3.25,3.12,0.5101
6001402600,"Census Tract 4026, Alameda County, California",ca,140,0,6,1,402600,Census Tract 4026,,1300,1300,173,508,489,13.31,39.08,37.62,43994,120,63,0,0,9.23,4.85,0,0,21,593,300,77,0,67,50.59,12.98,0,11.3,0.6334
6001402700,"Census Tract 4027, Alameda County, California",ca,140,0,6,1,402700,Census Tract 4027,,2039,2039,639,768,312,31.34,37.67,15.3,51219,116,197,84,0,5.69,9.66,4.12,0,30,1122,425,357,42,65,37.88,31.82,3.74,5.79,0.5418
6001402801,"Census Tract 4028.01, Alameda County, California",ca,140,0,6,1,402801,Census Tract 4028.01,,3254,3254,921,1411,620,28.3,43.36,19.05,68305,104,285,217,0,3.28,8.98,6.84,0,33,1858,590,619,88,130,31.75,33.32,4.74,7,0.5437
6001402802,"Census Tract 4028.02, Alameda County, California",ca,140,0,6,1,402802,Census Tract 4028.02,,1430,1430,337,613,252,23.57,42.87,17.62,41806,228,218,0,0,21.57,20.62,0,0,35,590,149,222,32,57,25.25,37.63,5.42,9.66,0.6124
6001402900,"Census Tract 4029, Alameda County, California",ca,140,0,6,1,402900,Census Tract 4029,,1828,1828,440,430,817,24.07,23.52,44.69,69092,335,157,72,6,19.07,8.94,4.1,0.34,33,918,198,367,19,79,21.57,39.98,2.07,8.61,0.6617
6001403000,"Census Tract 4030, Alameda County, California",ca,140,0,6,1,403000,Census Tract 4030,,2897,2897,274,146,2222,9.46,5.04,76.7,42682,86,190,28,0,2.98,6.58,0.97,0,27,1187,375,401,0,189,31.59,33.78,0,15.92,0.5756
6001403100,"Census Tract 4031, Alameda County, California",ca,140,0,6,1,403100,Census Tract 4031,,1941,1941,818,330,537,42.14,17,27.67,84002,97,122,42,22,6.15,7.74,2.66,1.4,36,1072,293,376,0,44,27.33,35.07,0,4.1,0.4792
6001403301,"Census Tract 4033.01, Alameda County, California",ca,140,0,6,1,403301,Census Tract 4033.01,,1830,1830,223,51,1262,12.19,2.79,68.96,34604,72,16,0,0,3.94,0.88,0,0,41,923,452,235,0,171,48.97,25.46,0,18.53,0.5669
6001403302,"Census Tract 4033.02, Alameda County, California",ca,140,0,6,1,403302,Census Tract 4033.02,,2556,2556,1335,123,559,52.23,4.81,21.87,116327,156,432,48,33,6.23,17.25,1.92,1.32,35,2136,587,652,86,173,27.48,30.52,4.03,8.1,0.4292
6001403401,"Census Tract 4034.01, Alameda County, California",ca,140,0,6,1,403401,Census Tract 4034.01,,2717,2717,1253,478,678,46.12,17.59,24.95,91777,84,220,25,0,3.13,8.19,0.93,0,27,1556,550,413,73,205,35.35,26.54,4.69,13.17,0.591
6001403402,"Census Tract 4034.02, Alameda County, California",ca,140,0,6,1,403402,Census Tract 4034.02,,1134,1134,598,172,152,52.73,15.17,13.4,66906,137,31,27,8,12.9,2.92,2.54,0.75,33,925,268,427,20,95,28.97,46.16,2.16,10.27,0.38
6001403501,"Census Tract 4035.01, Alameda County, California",ca,140,0,6,1,403501,Census Tract 4035.01,,4904,4904,1934,802,1525,39.44,16.35,31.1,72316,663,555,172,0,13.78,11.53,3.57,0,33,3069,1221,720,152,177,39.78,23.46,4.95,5.77,0.5127
6001403502,"Census Tract 4035.02, Alameda County, California",ca,140,0,6,1,403502,Census Tract 4035.02,,1919,1919,1081,221,218,56.33,11.52,11.36,76416,124,51,59,0,6.54,2.69,3.11,0,38,1337,441,446,22,68,32.98,33.36,1.65,5.09,0.4437
6001403600,"Census Tract 4036, Alameda County, California",ca,140,0,6,1,403600,Census Tract 4036,,5056,5056,2148,1236,542,42.48,24.45,10.72,72841,427,379,17,40,8.85,7.86,0.35,0.83,28,3264,1318,419,24,484,40.38,12.84,0.74,14.83,0.4136
6001403701,"Census Tract 4037.01, Alameda County, California",ca,140,0,6,1,403701,Census Tract 4037.01,,2909,2909,1341,660,579,46.1,22.69,19.9,71152,282,88,31,0,10.11,3.16,1.11,0,37,1853,732,335,122,126,39.5,18.08,6.58,6.8,0.4623
6001403702,"Census Tract 4037.02, Alameda County, California",ca,140,0,6,1,403702,Census Tract 4037.02,,2238,2238,1252,417,264,55.94,18.63,11.8,78977,253,116,25,0,11.7,5.36,1.16,0,35,1481,639,284,27,52,43.15,19.18,1.82,3.51,0.3723
6001403800,"Census Tract 4038, Alameda County, California",ca,140,0,6,1,403800,Census Tract 4038,,4008,4008,2521,620,406,62.9,15.47,10.13,89280,161,217,20,0,4.08,5.5,0.51,0,38,2407,1100,297,28,120,45.7,12.34,1.16,4.99,0.4184
6001403900,"Census Tract 4039, Alameda County, California",ca,140,0,6,1,403900,Census Tract 4039,,3883,3883,2559,360,601,65.9,9.27,15.48,81356,99,140,0,78,2.63,3.72,0,2.07,38,2263,823,578,30,52,36.37,25.54,1.33,2.3,0.4333
6001404000,"Census Tract 4040, Alameda County, California",ca,140,0,6,1,404000,Census Tract 4040,,3145,3145,1853,439,370,58.92,13.96,11.76,75715,354,32,64,0,11.4,1.03,2.06,0,27,2052,823,335,17,182,40.11,16.33,0.83,8.87,0.4291
6001404101,"Census Tract 4041.01, Alameda County, California",ca,140,0,6,1,404101,Census Tract 4041.01,,3208,3208,2376,269,292,74.06,8.39,9.1,89958,280,121,135,0,8.86,3.83,4.27,0,36,2174,904,524,95,115,41.58,24.1,4.37,5.29,0.4325
6001404102,"Census Tract 4041.02, Alameda County, California",ca,140,0,6,1,404102,Census Tract 4041.02,,2701,2701,1483,155,408,54.91,5.74,15.11,76249,385,20,139,0,15.39,0.8,5.56,0,30,1446,620,276,11,101,42.88,19.09,0.76,6.98,0.4712
6001404200,"Census Tract 4042, Alameda County, California",ca,140,0,6,1,404200,Census Tract 4042,,3894,3894,2739,204,435,70.34,5.24,11.17,127813,116,33,0,0,3.17,0.9,0,0,28,1865,961,246,0,76,51.53,13.19,0,4.08,0.4502
6001404300,"Census Tract 4043, Alameda County, California",ca,140,0,6,1,404300,Census Tract 4043,,3587,3587,2747,46,483,76.58,1.28,13.47,125435,10,9,0,0,0.28,0.25,0,0,26,1837,811,251,79,37,44.15,13.66,4.3,2.01,0.455
6001404400,"Census Tract 4044, Alameda County, California",ca,140,0,6,1,404400,Census Tract 4044,,5823,5823,3452,142,1095,59.28,2.44,18.8,106036,208,20,0,38,3.66,0.35,0,0.67,24,2895,1637,302,0,34,56.55,10.43,0,1.17,0.4668
6001404501,"Census Tract 4045.01, Alameda County, California",ca,140,0,6,1,404501,Census Tract 4045.01,,1820,1820,1256,94,151,69.01,5.16,8.3,130609,35,0,18,0,1.93,0,0.99,0,27,947,430,97,4,47,45.41,10.24,0.42,4.96,0.439
6001404502,"Census Tract 4045.02, Alameda County, California",ca,140,0,6,1,404502,Census Tract 4045.02,,6110,6110,4081,353,1034,66.79,5.78,16.92,107303,0,25,114,0,0,0.42,1.91,0,35,3254,1598,406,0,11,49.11,12.48,0,0.34,0.3669
6001404600,"Census Tract 4046, Alameda County, California",ca,140,0,6,1,404600,Census Tract 4046,,4934,4934,2981,263,703,60.42,5.33,14.25,117610,141,26,27,14,2.9,0.53,0.56,0.29,37,2215,1115,312,10,47,50.34,14.09,0.45,2.12,0.4496
6001404700,"Census Tract 4047, Alameda County, California",ca,140,0,6,1,404700,Census Tract 4047,,2187,2187,1555,100,252,71.1,4.57,11.52,113332,6,12,0,0,0.28,0.55,0,0,35,1154,543,107,11,5,47.05,9.27,0.95,0.43,0.3881
6001404800,"Census Tract 4048, Alameda County, California",ca,140,0,6,1,404800,Census Tract 4048,,2744,2744,1606,315,444,58.53,11.48,16.18,72988,68,15,0,0,2.5,0.55,0,0,38,1204,610,206,72,28,50.66,17.11,5.98,2.33,0.5427
6001404900,"Census Tract 4049, Alameda County, California",ca,140,0,6,1,404900,Census Tract 4049,,4669,4669,2816,283,649,60.31,6.06,13.9,82480,140,127,16,0,3.01,2.73,0.34,0,32,2899,1354,464,40,56,46.71,16.01,1.38,1.93,0.4312
6001405000,"Census Tract 4050, Alameda County, California",ca,140,0,6,1,405000,Census Tract 4050,,3665,3665,2126,493,456,58.01,13.45,12.44,89504,9,21,0,22,0.25,0.57,0,0.6,30,2230,1289,338,39,9,57.8,15.16,1.75,0.4,0.4317
6001405100,"Census Tract 4051, Alameda County, California",ca,140,0,6,1,405100,Census Tract 4051,,4508,4508,3015,255,547,66.88,5.66,12.13,124173,65,47,0,35,1.46,1.06,0,0.79,34,2444,1032,253,113,86,42.23,10.35,4.62,3.52,0.4012
6001405200,"Census Tract 4052, Alameda County, California",ca,140,0,6,1,405200,Census Tract 4052,,4913,4913,1812,680,1939,36.88,13.84,39.47,67331,355,61,26,0,7.41,1.27,0.54,0,34,3025,1318,470,46,176,43.57,15.54,1.52,5.82,0.433
6001405301,"Census Tract 4053.01, Alameda County, California",ca,140,0,6,1,405301,Census Tract 4053.01,,2872,2872,1460,410,447,50.84,14.28,15.56,79069,132,234,151,0,4.64,8.22,5.31,0,35,2072,1087,436,36,11,52.46,21.04,1.74,0.53,0.4324
6001405302,"Census Tract 4053.02, Alameda County, California",ca,140,0,6,1,405302,Census Tract 4053.02,,2559,2559,884,605,795,34.54,23.64,31.07,57080,371,116,114,35,14.5,4.53,4.45,1.37,32,1544,568,419,24,56,36.79,27.14,1.55,3.63,0.4983
6001405401,"Census Tract 4054.01, Alameda County, California",ca,140,0,6,1,405401,Census Tract 4054.01,,3541,3541,961,476,1132,27.14,13.44,31.97,44782,420,135,34,10,12.07,3.88,0.98,0.29,35,2175,1171,572,76,116,53.84,26.3,3.49,5.33,0.4706
6001405402,"Census Tract 4054.02, Alameda County, California",ca,140,0,6,1,405402,Census Tract 4054.02,,3673,3673,880,561,1315,23.96,15.27,35.8,30923,123,124,0,15,3.47,3.5,0,0.42,30,1907,986,379,149,28,51.7,19.87,7.81,1.47,0.5105
6001405500,"Census Tract 4055, Alameda County, California",ca,140,0,6,1,405500,Census Tract 4055,,3537,3537,838,690,1313,23.69,19.51,37.12,50369,147,47,28,23,4.19,1.34,0.8,0.66,31,1972,1337,298,33,16,67.8,15.11,1.67,0.81,0.4658
6001405600,"Census Tract 4056, Alameda County, California",ca,140,0,6,1,405600,Census Tract 4056,,3044,3044,1241,544,672,40.77,17.87,22.08,59511,177,20,13,0,5.86,0.66,0.43,0,32,2065,1137,341,20,0,55.06,16.51,0.97,0,0.4859
6001405700,"Census Tract 4057, Alameda County, California",ca,140,0,6,1,405700,Census Tract 4057,,3522,3522,609,985,934,17.29,27.97,26.52,43228,53,82,0,61,1.53,2.36,0,1.76,28,2150,1621,278,23,11,75.4,12.93,1.07,0.51,0.4023
6001405800,"Census Tract 4058, Alameda County, California",ca,140,0,6,1,405800,Census Tract 4058,,4182,4182,630,850,1815,15.06,20.33,43.4,29660,438,13,60,0,10.61,0.31,1.45,0,27,1973,1582,144,83,0,80.18,7.3,4.21,0,0.4502
6001405901,"Census Tract 4059.01, Alameda County, California",ca,140,0,6,1,405901,Census Tract 4059.01,,3757,3757,434,643,1261,11.55,17.11,33.56,25222,75,0,0,13,2.05,0,0,0.35,31,1685,1033,345,8,20,61.31,20.47,0.47,1.19,0.4456
6001405902,"Census Tract 4059.02, Alameda County, California",ca,140,0,6,1,405902,Census Tract 4059.02,,3138,3138,407,234,1275,12.97,7.46,40.63,29773,249,0,51,0,7.99,0,1.64,0,28,1611,1079,227,17,60,66.98,14.09,1.06,3.72,0.4393
6001406000,"Census Tract 4060, Alameda County, California",ca,140,0,6,1,406000,Census Tract 4060,,4735,4735,967,910,1939,20.42,19.22,40.95,39347,205,10,19,0,4.38,0.21,0.41,0,29,2530,1505,500,100,65,59.49,19.76,3.95,2.57,0.4975
6001406100,"Census Tract 4061, Alameda County, California",ca,140,0,6,1,406100,Census Tract 4061,,4939,4939,1310,508,1013,26.52,10.29,20.51,37062,193,60,0,0,3.95,1.23,0,0,28,2360,1333,337,26,150,56.48,14.28,1.1,6.36,0.4868
6001406201,"Census Tract 4062.01, Alameda County, California",ca,140,0,6,1,406201,Census Tract 4062.01,,5072,5072,385,723,1446,7.59,14.25,28.51,22736,594,37,47,51,11.81,0.74,0.93,1.01,35,2333,1562,383,0,78,66.95,16.42,0,3.34,0.463
6001406202,"Census Tract 4062.02, Alameda County, California",ca,140,0,6,1,406202,Census Tract 4062.02,,4733,4733,634,592,722,13.4,12.51,15.25,23126,488,64,20,0,10.82,1.42,0.44,0,28,2056,1133,458,11,214,55.11,22.28,0.54,10.41,0.4705
6001406300,"Census Tract 4063, Alameda County, California",ca,140,0,6,1,406300,Census Tract 4063,,4556,4556,683,880,980,14.99,19.32,21.51,34144,15,40,0,13,0.34,0.91,0,0.29,33,2331,1367,571,18,49,58.64,24.5,0.77,2.1,0.5386
